district,location,season,planting_date,planting_month,field_size_ha,first_fert_date,second_fert_date,soil_type,soil_condition,soil_ph,soil_nitrogen_n,soil_phosphorus_p,soil_potassium_k,soil_fertility_index,n_status_class,p_status_class,k_status_class,seed_variety,irrigation_type,rainfall_condition,rainfall_30d_mm,seasonal_rainfall_mm,avg_temperature_c,max_temperature_c,avg_humidity_pct,sunshine_hours,yield_t_ha
Monaragala,Thanamalwila,Maha,9/10/2021,9,2.8,10/6/2021,11/5/2021,RBE,Medium,5.631,103.524,4.99,74.893,0.542,High,Low,Low,GT 200,Mixed,Normal,275.4,924.708,24.8,29.702,65.099,8.252,5.5566
Anuradhapura,Kahatagasdigiliya,Maha,9/10/2021,9,2.21,10/6/2021,11/4/2021,RBE,Medium,6.07,78.597,1.393,73.271,0.481,Medium,Low,Low,GT 200,Mixed,Normal,347.198,971.3,25.203,32,73.204,9.901,5.4265
Anuradhapura,Tambuttegama,Maha,9/11/2021,9,1,10/9/2021,11/1/2021,RBE,Medium,6.061,69.698,12.195,96.977,0.542,Medium,Medium,Low,GT 200,Rainfed,High,232.09,877.667,27.1,33.496,71.906,9.497,4.3725
Monaragala,Buttala,Maha,9/11/2021,9,2.26,10/3/2021,10/28/2021,RBE,Medium,6.128,26.809,23.19,52.4,0.39,Low,High,Low,Commando,Rainfed,Normal,227.786,811.709,30.804,34.737,76.195,8.097,2.9551
Anuradhapura,Nochchiyagama,Maha,9/11/2021,9,0.82,10/6/2021,11/7/2021,RBE,Medium,6.121,98.894,8.598,121.606,0.62,High,Low,Medium,Pacific 808,Mixed,Low,188.5,978.957,23.399,30.901,69.704,6.202,5.8873
Anuradhapura,Kahatagasdigiliya,Maha,9/12/2021,9,2.26,10/10/2021,10/18/2021,RBE,Good,5.923,85.301,3.3,84.794,0.399,High,Low,Low,GT 200,Mixed,Normal,340.698,963.007,25.503,30.903,78.542,9.501,5.2311
Anuradhapura,Eppawala,Maha,9/12/2021,9,1.61,10/11/2021,10/29/2021,RYP,Good,5.821,27.11,14.26,276.992,0.53,Low,Medium,High,Pacific 808,Rainfed,High,338.892,767.7,26.902,29.298,62.174,8.198,3.5793
Monaragala,Siyambalanduwa,Maha,9/12/2021,9,2.46,10/9/2021,11/4/2021,RBE,Medium,6.602,73.702,28.294,176.906,0.72,Medium,High,Medium,GT 709,Rainfed,High,427.308,1003.307,27.203,30.681,73.404,6.902,4.6299
Ampara,Dehiattakandiya,Maha,9/12/2021,9,1.01,9/27/2021,11/3/2021,RYP,Poor,6.342,86.294,15.8,212.897,0.661,High,Medium,High,GT 709,Rainfed,Normal,320.998,990.796,23.803,30.903,72.596,8.901,6.3449
Anuradhapura,Kahatagasdigiliya,Maha,9/12/2021,9,1.64,10/8/2021,11/4/2021,RBE,Medium,5.9,26.209,9.706,107.199,0.286,Low,Low,Medium,Local Variety,Mixed,High,508.304,800.705,25.765,28.201,83.103,6.302,3.5293
Anuradhapura,Nochchiyagama,Maha,9/12/2021,9,1.37,10/5/2021,10/30/2021,RYP,Poor,6.349,75.797,18.896,238.91,0.691,Medium,Medium,High,Commando,Mixed,Low,170.093,1092.493,29.345,33.281,81.601,7.497,4.1823
Matale,Dambulla,Maha,9/12/2021,9,1.08,10/4/2021,10/27/2021,RBE,Medium,6.342,74.891,8.496,154.996,0.585,Medium,Low,Medium,Pacific 808,Rainfed,Normal,265.209,778.096,29.782,32.102,69.899,7.503,3.8568
Monaragala,Siyambalanduwa,Maha,9/12/2021,9,2.173,10/10/2021,11/3/2021,LHG,Good,5.766,124.755,19.488,145.291,0.67,High,Medium,Medium,GT 200,Mixed,Normal,284.29,728.038,28.612,32.833,75.99,6.129,5.1148
Monaragala,Buttala,Maha,9/13/2021,9,1.91,10/2/2021,10/31/2021,Alluvial,Medium,5.99,30.609,24.799,263.203,0.63,Low,High,High,GT 200,Mixed,High,391.158,1133.535,25.502,32.803,82.404,9.694,6.4522
Matale,Dambulla,Maha,9/13/2021,9,1,10/13/2021,11/10/2021,RBE,Good,6.278,54.591,6.698,247.899,0.45,Medium,Low,High,Pacific 808,Rainfed,Low,259.308,881.121,28.997,35.902,81.803,8.096,4.8616
Monaragala,Siyambalanduwa,Maha,9/13/2021,9,0.85,10/3/2021,10/26/2021,RBE,Medium,6.539,24.395,9.807,157.099,0.349,Low,Low,Medium,Pacific 808,Rainfed,High,369.605,838.091,25.9,29.195,60.198,6.294,3.8396
Matale,Dambulla,Maha,9/13/2021,9,1.13,10/12/2021,11/5/2021,RBE,Medium,6.409,63.002,11.906,175.994,0.49,Medium,Medium,Medium,Pacific 808,Rainfed,High,261.899,772.505,30.4,32.502,69.596,7.398,3.6376
Anuradhapura,Tambuttegama,Maha,9/13/2021,9,2.83,10/13/2021,11/7/2021,RBE,Medium,6.564,65.095,26.095,162.156,0.651,Medium,High,Medium,GT 709,Mixed,Normal,281.094,842.596,29.701,32.398,80.797,8.296,4.026
Badulla,Rideemaliyadda,Maha,9/13/2021,9,2.68,10/7/2021,11/18/2021,RYP,Poor,6.879,95.194,12.699,243.896,0.74,High,Medium,High,GT 200,Mixed,High,344.408,1177.506,25.804,32.403,83.105,6.598,4.4324
Ampara,Padiyathalawa,Maha,9/13/2021,9,2.15,10/11/2021,11/4/2021,RBE,Medium,6.291,101.804,12.497,170.792,0.611,High,Medium,Medium,GT 200,Irrigated,Normal,317.907,753.298,27.998,31.704,76.326,8.396,5.2987
Matale,Pelwehera,Maha,9/13/2021,9,1.13,10/3/2021,11/7/2021,RBE,Poor,6.578,68.199,20.695,280.099,0.674,Medium,High,High,GT 709,Rainfed,High,492.594,999.499,27.802,34.103,83.206,5.702,6.3869
Badulla,Mahiyanganaya,Maha,9/13/2021,9,2.99,10/9/2021,10/25/2021,RYP,Medium,5.523,39.606,13.37,278.199,0.562,Low,Medium,High,Jet 999,Rainfed,Normal,218.194,900.795,30.298,34.1,72.897,6.505,4.1166
Anuradhapura,Nochchiyagama,Maha,9/14/2021,9,2.16,10/4/2021,11/3/2021,RYP,Poor,6.189,49.031,21.793,286.392,0.7,Low,High,High,GT 709,Irrigated,Normal,247.308,1023.106,27.169,30.3,71.098,7.703,4.3985
Anuradhapura,Nochchiyagama,Maha,9/14/2021,9,0.88,10/7/2021,10/28/2021,RBE,Good,6.148,108.288,7.401,131.638,0.542,High,Low,Medium,Pacific 808,Mixed,High,202.694,1006.906,24.3,29.699,69.5,6.5,5.707
Monaragala,Siyambalanduwa,Maha,9/14/2021,9,0.67,10/2/2021,11/11/2021,RYP,Medium,6.362,50.809,24.804,94.5,0.601,Medium,High,Low,GT 709,Rainfed,High,385.302,845.197,27.302,32.7,81.358,6.797,6.5111
Monaragala,Buttala,Maha,9/14/2021,9,1.6,10/8/2021,11/3/2021,RBE,Good,6.219,61.203,5.896,126.492,0.349,Medium,Low,Medium,Jet 999,Rainfed,Low,200.75,1073.606,23.197,30.103,77.901,8.004,5.0803
Anuradhapura,Eppawala,Maha,9/14/2021,9,2.65,10/9/2021,11/11/2021,IBL,Good,6.751,59.613,15.495,79.991,0.419,Medium,Medium,Low,Jet 999,Mixed,Normal,254.592,1005.914,26.997,30.203,63.906,7.7,4.4087
Matale,Dambulla,Maha,9/14/2021,9,0.58,10/11/2021,11/2/2021,RBE,Good,6.599,38.201,18.106,197.594,0.53,Low,Medium,Medium,GT 200,Mixed,Normal,331.407,853.096,30.741,33.72,81.798,6.102,3.8894
Monaragala,Thanamalwila,Maha,9/14/2021,9,0.72,10/8/2021,11/13/2021,RBE,Poor,6.762,100.202,29.305,277.628,0.909,High,High,High,Commando,Mixed,Normal,406.621,1096.806,27.799,30.303,67.402,6.204,5.9853
Badulla,Mahiyanganaya,Maha,9/14/2021,9,1.51,10/11/2021,10/31/2021,RBE,Good,6.702,107.907,13.51,245.415,0.72,High,Medium,High,Pacific 808,Mixed,Normal,414.705,846.308,28.203,31.299,85.397,6.299,5.7268
Ampara,Maha Oya,Maha,9/14/2021,9,2.57,10/5/2021,11/11/2021,RYP,Poor,6.15,72.228,24.5,162.265,0.651,Medium,High,Medium,Jet 999,Rainfed,Low,201.505,938.004,27.202,31.097,83.801,7.204,3.5734
Monaragala,Wellawaya,Maha,9/14/2021,9,0.59,10/10/2021,11/17/2021,IBL,Good,6.999,62.691,23.909,305.009,0.731,Medium,High,High,GT 200,Mixed,Normal,246.8,1097.298,25.362,28.596,60.495,8.999,4.8925
Badulla,Mahiyanganaya,Maha,9/14/2021,9,0.71,10/11/2021,10/30/2021,RBE,Good,6.378,80.191,18.772,161.706,0.6,Medium,Medium,Medium,Jet 999,Mixed,Low,296.001,866.798,29.502,33.299,75.353,6.695,4.3314
Monaragala,Siyambalanduwa,Maha,9/15/2021,9,2.16,10/8/2021,11/7/2021,RBE,Medium,6.238,110.544,25.791,141.407,0.749,High,High,Medium,Jet 999,Rainfed,Low,219.719,784.794,28.603,31.999,81.498,6.002,4.5464
Monaragala,Thanamalwila,Maha,9/15/2021,9,0.55,10/10/2021,11/5/2021,RBE,Good,6.417,54.803,15.002,121.593,0.448,Medium,Medium,Medium,Commando,Rainfed,Normal,445.698,957.829,26.704,30.003,81.298,8.795,4.4699
Ampara,Padiyathalawa,Maha,9/15/2021,9,1.6,9/29/2021,11/7/2021,RBE,Medium,5.539,48.981,9.298,209.203,0.349,Low,Low,High,Commando,Irrigated,Normal,295.61,1148.995,23.599,30.702,74.694,8.505,5.9493
Anuradhapura,Tambuttegama,Maha,9/15/2021,9,0.88,10/3/2021,11/17/2021,RYP,Medium,7.003,58.091,2.506,190.905,0.51,Medium,Low,Medium,GT 709,Irrigated,Low,394.555,926.793,23.798,30.803,74.494,7.1,4.2686
Ampara,Maha Oya,Maha,9/15/2021,9,0.63,10/13/2021,10/29/2021,IBL,Good,6.561,85.197,26.201,142.767,0.678,Medium,High,Medium,Jet 999,Mixed,High,573.509,846.99,27.899,31.401,84.697,6.328,5.9627
Monaragala,Wellawaya,Maha,9/15/2021,9,0.58,10/14/2021,11/5/2021,IBL,Medium,6.85,69.892,26.488,288.404,0.8,Medium,High,High,GT 200,Mixed,Low,242.902,1031.809,25.601,28.797,61.902,8.506,5.0585
Anuradhapura,Kahatagasdigiliya,Maha,9/15/2021,9,1.53,10/9/2021,11/1/2021,RYP,Good,5.861,73.51,5.999,187.177,0.48,Medium,Low,Medium,Pacific 808,Irrigated,Normal,424.402,751.2,29.597,31.704,72.5,8.397,4.7746
Anuradhapura,Eppawala,Maha,9/15/2021,9,1.14,10/11/2021,11/11/2021,IBL,Medium,7.417,69.093,7.191,52.794,0.332,Medium,Low,Low,Pacific 808,Rainfed,Normal,360.21,1004.388,29.3,32.897,67.205,7.904,3.6663
Monaragala,Thanamalwila,Maha,9/15/2021,9,1.06,10/13/2021,11/1/2021,RYP,Medium,5.72,115.697,25.701,250.204,0.889,High,High,High,GT 709,Rainfed,Normal,370.796,1101.699,26.397,29.987,77.597,6.705,5.8724
Anuradhapura,Horowpathana,Maha,9/15/2021,9,2.27,10/15/2021,10/28/2021,RBE,Good,6.469,79.392,18.304,174.713,0.625,Medium,Medium,Medium,Commando,Rainfed,Low,239.198,924.299,25.103,28.597,61.394,7.902,4.4668
Anuradhapura,Horowpathana,Maha,9/15/2021,9,2.31,10/9/2021,11/10/2021,RBE,Good,6.522,67.899,24.306,224.991,0.708,Medium,High,High,Commando,Irrigated,Low,140.908,1072.709,30.465,32.998,79.403,8.143,4.9904
Monaragala,Thanamalwila,Maha,9/15/2021,9,2.46,10/10/2021,11/13/2021,IBL,Good,6.97,64.51,18.5,233.3,0.649,Medium,Medium,High,GT 200,Mixed,Normal,426.204,854.708,25.898,29.965,79.201,7.795,4.3724
Matale,Dambulla,Maha,9/15/2021,9,2.92,10/11/2021,11/6/2021,RYP,Good,5.961,24.504,13.897,205.509,0.449,Low,Medium,High,Pacific 808,Irrigated,Normal,244.998,984.607,29.079,31.799,78.418,6.298,5.1859
Monaragala,Siyambalanduwa,Maha,9/15/2021,9,0.72,10/8/2021,11/14/2021,RBE,Poor,6.695,24.992,10.205,143.799,0.451,Low,Low,Medium,Pacific 808,Rainfed,Normal,387.89,808.491,25.437,29.297,63.796,6.596,3.9607
Anuradhapura,Nochchiyagama,Maha,9/15/2021,9,1.18,10/12/2021,10/30/2021,RYP,Good,6.411,83,20.107,234.109,0.73,Medium,High,High,Commando,Mixed,Low,175.805,1064.492,29.606,33.363,75.695,7.702,4.3051
Monaragala,Siyambalanduwa,Maha,9/15/2021,9,2.17,10/15/2021,11/22/2021,RBE,Medium,6.109,111.796,21.906,152.5,0.73,High,High,Medium,Jet 999,Rainfed,High,256.187,981.193,24.601,32.099,74.599,7.605,6.5632
Monaragala,Thanamalwila,Maha,9/16/2021,9,2.03,10/4/2021,11/9/2021,RBE,Poor,6.241,40.091,12.097,143.79,0.388,Low,Medium,Medium,GT 709,Rainfed,High,481.998,986.295,28.7,36.503,69.966,7.805,3.9431
Monaragala,Wellawaya,Maha,9/16/2021,9,1.75,10/7/2021,11/10/2021,RBE,Poor,5.899,102.297,8.398,287.727,0.701,High,Low,High,Jet 999,Mixed,High,426.093,1034.503,26.8,29.901,68.605,7,4.9343
Ampara,Dehiattakandiya,Maha,9/16/2021,9,0.53,10/1/2021,11/10/2021,RBE,Medium,6.44,110.808,2.693,67.701,0.409,High,Low,Low,Jet 999,Rainfed,Normal,249.193,1122.897,23.202,30.604,70.308,8.505,4.6097
Anuradhapura,Kahatagasdigiliya,Maha,9/16/2021,9,2.234,10/12/2021,11/16/2021,RYP,Poor,6.14,78.507,15.305,48.309,0.512,Medium,Medium,Low,Local Variety,Rainfed,Normal,227.004,1143.402,26.299,29.596,75.3,6.901,2.9601
Ampara,Maha Oya,Maha,9/16/2021,9,0.98,10/7/2021,11/1/2021,RBE,Poor,6.622,38.901,15.396,185.502,0.481,Low,Medium,Medium,Commando,Rainfed,Normal,309.744,854.208,25.799,28.903,73.498,7.902,3.0916
Monaragala,Thanamalwila,Maha,9/16/2021,9,0.81,10/5/2021,10/30/2021,RBE,Good,6.741,106.3,26.196,289.498,0.85,High,High,High,Commando,Mixed,High,425.509,1137.802,26.099,29.823,66.44,6.303,5.9598
Monaragala,Thanamalwila,Maha,9/17/2021,9,1.06,10/1/2021,11/7/2021,RYP,Good,5.631,122.209,27.602,247.908,0.848,High,High,High,GT 709,Rainfed,Normal,373.405,1122.977,26.503,28.087,75.802,6.805,5.4679
Ampara,Dehiattakandiya,Maha,9/17/2021,9,1.48,10/9/2021,11/7/2021,RBE,Medium,6.389,105.01,20.597,237.901,0.789,High,High,High,Jet 999,Rainfed,Normal,354.214,1131.004,25.497,32.503,73.34,9.895,6.5739
Anuradhapura,Nochchiyagama,Maha,9/17/2021,9,0.9,10/12/2021,11/6/2021,RBE,Medium,6.092,107.504,5.299,119.598,0.61,High,Low,Medium,Pacific 808,Mixed,Low,189.392,990.197,24.302,29.9,67.495,6.379,5.8527
Monaragala,Siyambalanduwa,Maha,9/18/2021,9,2.69,10/6/2021,11/10/2021,RBE,Medium,6.161,47.591,7.065,132.997,0.351,Low,Low,Medium,Commando,Rainfed,Low,254.235,860.396,23.303,30.898,71.798,8.705,4.2804
Ampara,Maha Oya,Maha,9/18/2021,9,0.88,10/16/2021,11/19/2021,RBE,Good,5.96,65.694,14.204,90.405,0.491,Medium,Medium,Low,Local Variety,Mixed,High,262.896,935.609,25.803,33.301,71.203,8.369,5.3771
Ampara,Maha Oya,Maha,9/18/2021,9,1.944,10/8/2021,11/2/2021,RBE,Good,6.108,109.391,13.798,92.202,0.65,High,Medium,Low,Jet 999,Irrigated,High,464.994,955.002,29.4,35.817,76.696,8.631,6.0671
Monaragala,Thanamalwila,Maha,9/18/2021,9,2.53,10/18/2021,11/2/2021,IBL,Medium,6.971,66.258,16,245.96,0.639,Medium,Medium,High,GT 200,Mixed,Normal,458.794,890.996,26.798,29.901,79.003,8.402,4.4745
Anuradhapura,Horowpathana,Maha,9/18/2021,9,1.61,10/5/2021,11/14/2021,Alluvial,Medium,6.08,64.504,9.493,252.706,0.621,Medium,Low,High,Pacific 808,Irrigated,Normal,366.5,843.104,26.301,30.501,74.377,6.601,4.5781
Ampara,Maha Oya,Maha,9/18/2021,9,2.446,10/5/2021,11/5/2021,RBE,Medium,6.299,108.494,13.8,85.433,0.51,High,Medium,Low,Jet 999,Irrigated,Low,460.812,993.607,28.904,35.799,77.302,7.901,5.9602
Monaragala,Siyambalanduwa,Maha,9/19/2021,9,0.78,10/6/2021,10/30/2021,RBE,Poor,5.918,63.409,9.308,121.905,0.56,Medium,Low,High,Commando,Rainfed,Normal,315.495,942.103,27.002,30.077,87.296,7.201,2.6654
Anuradhapura,Eppawala,Maha,9/19/2021,9,1.74,10/16/2021,11/23/2021,RBE,Poor,6.279,105.209,16.744,63.509,0.601,High,Medium,Low,GT 709,Rainfed,Low,408.691,897.914,27.5,34.499,72.802,6.895,5.1997
Badulla,Mahiyanganaya,Maha,9/20/2021,9,0.88,10/12/2021,10/30/2021,RBE,Medium,6.74,44.894,21.209,205.499,0.609,Low,High,High,Jet 999,Mixed,Normal,372.1,902.708,28.433,34.701,71.903,5.995,5.9866
Anuradhapura,Horowpathana,Maha,9/20/2021,9,1.56,10/15/2021,11/7/2021,Alluvial,Good,6.228,64.703,9.293,250.408,0.587,Medium,Low,High,Pacific 808,Irrigated,Normal,379.809,916.054,25.402,30.601,78,7.601,6.409
Monaragala,Buttala,Maha,9/22/2021,9,0.61,10/21/2021,11/21/2021,RYP,Good,6.391,93.403,11.788,166.008,0.651,High,Medium,Medium,GT 200,Rainfed,Normal,274.903,994.103,23.383,30.002,72.298,9.298,6.1635
Anuradhapura,Nochchiyagama,Maha,9/23/2021,9,2.44,10/15/2021,11/18/2021,RBE,Poor,6.168,112.894,9.103,62.505,0.536,High,Low,Low,Jet 999,Irrigated,Low,285.495,859.709,28.754,34.902,86.803,7.604,4.3626
Badulla,Mahiyanganaya,Maha,9/23/2021,9,0.8,10/10/2021,11/18/2021,RBE,Medium,6.611,43.89,18.661,199.605,0.529,Low,Medium,Medium,Jet 999,Mixed,Low,414.262,864.394,27.302,35.297,74.996,6.498,5.647
Ampara,Dehiattakandiya,Maha,9/23/2021,9,1.84,10/10/2021,11/2/2021,RBE,Good,6.249,52.904,15.504,106.807,0.489,Medium,Medium,Medium,Commando,Rainfed,Low,235.192,952.292,27.499,33.134,68.997,6.096,5.5571
Ampara,Padiyathalawa,Maha,9/25/2021,9,2.63,10/25/2021,11/29/2021,RBE,Medium,6.509,27.008,5.69,104.416,0.371,Low,Low,Medium,Jet 999,Mixed,Low,217.296,1051.887,27.7,33.496,71.799,6.106,2.8159
Ampara,Dehiattakandiya,Maha,9/25/2021,9,1.755,10/18/2021,11/17/2021,RBE,Medium,6.004,119.907,6.005,86.601,0.589,High,Low,Low,Local Variety,Irrigated,Low,473.505,1065.298,25.408,32.799,79.002,10.002,5.1133
Anuradhapura,Eppawala,Maha,9/25/2021,9,2.45,10/15/2021,11/11/2021,RBE,Poor,5.911,69.008,12.399,68.798,0.409,Medium,Medium,Low,GT 709,Mixed,Low,175.608,834.502,29.704,32.4,60.503,7.605,3.6803
Ampara,Padiyathalawa,Maha,9/25/2021,9,2.68,10/23/2021,11/17/2021,RBE,Poor,6.641,20.105,3,106.703,0.371,Low,Low,Low,Jet 999,Mixed,Normal,248.456,1038.691,26.919,32.399,70.202,5.805,2.5802
Monaragala,Thanamalwila,Maha,9/26/2021,9,1.23,10/21/2021,11/14/2021,RBE,Medium,5.981,96.759,21.25,62.796,0.538,High,High,Low,Jet 999,Mixed,High,210.51,940.306,28.5,35.497,83.702,5.897,5.0774
Matale,Pelwehera,Maha,9/28/2021,9,2.98,10/28/2021,11/14/2021,Alluvial,Medium,6.732,33.395,17.994,139.205,0.448,Low,Medium,Medium,GT 709,Irrigated,Normal,339.462,807.694,27.899,30.498,82.001,8.896,4.1479
Badulla,Rideemaliyadda,Maha,9/28/2021,9,2.68,10/19/2021,11/12/2021,RBE,Good,5.859,38.404,22.308,106.4,0.591,Low,High,Medium,GT 709,Rainfed,Low,264.309,870.345,28.759,33.796,89,8.197,3.3971
Matale,Pelwehera,Maha,9/28/2021,9,0.58,10/19/2021,11/21/2021,RBE,Poor,6.131,112.496,10.796,73.097,0.583,High,Medium,Low,Local Variety,Mixed,Normal,224.958,1061.101,23.1,28.497,81.496,8.995,4.3428
Matale,Pelwehera,Maha,9/29/2021,9,0.54,10/19/2021,11/9/2021,RBE,Medium,6.068,117.597,6.494,63.595,0.599,High,Low,Low,Local Variety,Mixed,Low,201.117,1020.491,24.103,28.403,80.606,8.697,4.4976
Monaragala,Thanamalwila,Maha,9/29/2021,9,1.32,10/21/2021,11/15/2021,RBE,Medium,6.1,94.204,17.598,76.093,0.64,High,Medium,Low,Jet 999,Mixed,Low,136.693,950.696,28.197,34.298,82.004,5.416,5.4046
Matale,Pelwehera,Maha,9/30/2021,9,0.81,10/21/2021,11/21/2021,RBE,Medium,6.169,122.594,9.76,67.185,0.65,High,Low,Low,Local Variety,Mixed,Normal,235.101,1174.306,23.699,29,84.9,10.205,4.5368
Monaragala,Thanamalwila,Maha,9/30/2021,9,2.13,10/25/2021,11/27/2021,RBE,Medium,5.829,51,7.982,241.297,0.55,Low,Low,High,GT 200,Rainfed,Normal,447.946,823.494,23.499,32.199,74.705,6.501,6.2621
Anuradhapura,Nochchiyagama,Maha,9/30/2021,9,1.42,10/27/2021,12/9/2021,RBE,Good,6.271,59.404,27.208,260.891,0.759,Medium,High,High,Pacific 808,Mixed,Normal,319.207,1048.706,24.098,28.501,70.406,7.698,5.5645
Monaragala,Buttala,Maha,10/1/2021,10,1.94,10/21/2021,11/30/2021,RBE,Medium,6.03,81.2,29.001,113.602,0.802,High,High,Medium,Commando,Mixed,High,449.702,871.405,30,32.856,73.2,6.106,4.9685
Monaragala,Thanamalwila,Maha,10/1/2021,10,1.99,10/17/2021,11/24/2021,RBE,Good,5.849,55.003,3.496,244.697,0.438,Medium,Low,High,GT 200,Rainfed,Low,444.801,829.173,24.102,31.797,75.103,6.761,5.9274
Ampara,Maha Oya,Maha,10/2/2021,10,2.41,10/27/2021,11/22/2021,RBE,Medium,6.418,112.699,6.991,119.069,0.64,High,Low,Low,GT 709,Rainfed,Normal,279.993,1173.198,24.931,32.398,77.702,6.203,5.4047
Monaragala,Buttala,Maha,10/2/2021,10,1.96,10/26/2021,11/24/2021,RBE,Good,6.27,82.506,30.269,139.696,0.748,Medium,High,Medium,Commando,Mixed,High,442.495,884.095,29.896,35.198,72.597,5.604,5.247
Ampara,Dehiattakandiya,Maha,10/2/2021,10,2.32,10/23/2021,11/30/2021,RBE,Good,6.261,117.603,13.802,149.604,0.669,High,Medium,Medium,Jet 999,Rainfed,Normal,296.831,847.407,23.804,31.001,65.195,10.098,6.4453
Matale,Dambulla,Maha,10/3/2021,10,0.86,10/27/2021,11/16/2021,RBE,Medium,6.354,68.47,15.9,59.484,0.538,Medium,Medium,Low,Local Variety,Mixed,Normal,367.314,1188.873,26.54,29.953,75.856,8.643,3.9741
Anuradhapura,Eppawala,Maha,10/3/2021,10,2.16,10/25/2021,11/21/2021,RYP,Poor,5.919,92.001,24.698,184.192,0.729,High,High,Medium,Jet 999,Rainfed,Low,215.742,1064.496,30.198,32.5,61.858,8.195,4.3009
Anuradhapura,Horowpathana,Maha,10/3/2021,10,2.66,10/28/2021,11/20/2021,RBE,Poor,6.248,49.551,21.792,101.409,0.5,Medium,High,Medium,Local Variety,Irrigated,Low,171.002,924.353,25.498,27.599,83.303,7.805,4.2269
Anuradhapura,Nochchiyagama,Maha,10/3/2021,10,1.44,10/23/2021,11/25/2021,RBE,Medium,6.11,56.401,26.609,263.605,0.742,Medium,High,High,Pacific 808,Mixed,Normal,325.907,936.219,26.202,29,71.625,7.801,5.1837
Ampara,Maha Oya,Maha,10/4/2021,10,2.5,11/3/2021,11/23/2021,RBE,Medium,6.401,105.591,5.155,116.196,0.558,High,Low,Medium,GT 709,Rainfed,High,319.896,1078.626,25.098,31.104,78.203,5.801,5.3811
Ampara,Padiyathalawa,Maha,10/4/2021,10,2.509,10/25/2021,11/17/2021,RBE,Good,6.091,106.403,14.728,220.592,0.729,High,Medium,High,Local Variety,Rainfed,Normal,237.342,1081.696,28.803,32.099,76.102,7.6,3.8142
Ampara,Padiyathalawa,Maha,10/4/2021,10,1.091,10/25/2021,12/2/2021,RBE,Poor,6.088,102.46,16.503,214.802,0.712,High,Medium,High,Local Variety,Rainfed,Low,248.798,1054.096,28.498,30.9,73.602,6.994,3.9477
Monaragala,Wellawaya,Maha,10/4/2021,10,1.93,10/21/2021,11/15/2021,RBE,Good,6.3,50.807,4.199,144.79,0.402,Medium,Low,Medium,GT 709,Rainfed,Normal,451.305,927.193,24.8,31.124,67.034,8.295,4.4662
Monaragala,Siyambalanduwa,Maha,10/5/2021,10,2.34,10/22/2021,12/1/2021,Alluvial,Medium,6.88,87.012,18.995,61.094,0.59,High,Medium,Low,Pacific 808,Irrigated,Normal,274.005,665.698,25.365,29.202,81.2,7.494,4.7768
Anuradhapura,Nochchiyagama,Maha,10/5/2021,10,2.86,11/1/2021,11/22/2021,RBE,Good,6.531,52.101,22.4,236.202,0.667,Low,High,High,Jet 999,Mixed,Normal,251.294,1049.108,29.003,31.964,84.896,6.998,5.1049
Anuradhapura,Horowpathana,Maha,10/6/2021,10,1.17,10/29/2021,11/18/2021,RBE,Medium,6.728,64.507,24.198,69.397,0.517,Medium,High,Low,Pacific 808,Mixed,Low,168.709,1017.991,28.501,30.502,79.57,5.995,4.5382
Monaragala,Siyambalanduwa,Maha,10/6/2021,10,2.21,11/5/2021,11/25/2021,Alluvial,Medium,6.88,93.437,17.604,69.301,0.53,High,Medium,Low,Pacific 808,Irrigated,Low,273.592,828.694,25.802,28.737,80.795,7.799,4.6256
Ampara,Maha Oya,Maha,10/6/2021,10,2.86,10/31/2021,12/1/2021,RYP,Good,6.571,74.393,25.993,200.029,0.719,Medium,High,High,GT 200,Mixed,Normal,200.208,830.208,25.797,29,84.596,7.004,4.8322
Anuradhapura,Nochchiyagama,Maha,10/7/2021,10,2.83,11/3/2021,11/25/2021,RBE,Medium,6.399,59.905,21.6,247.107,0.678,Medium,High,High,Jet 999,Mixed,Normal,276.092,968.408,29.218,32.202,84.897,6.901,5.0085
Monaragala,Siyambalanduwa,Maha,10/8/2021,10,2.298,11/2/2021,11/28/2021,Alluvial,Medium,6.364,86.049,10.486,130.023,0.599,Medium,Medium,Medium,GT 200,Rainfed,High,436.932,1224.995,29.352,33.117,83.124,7.909,4.5704
Monaragala,Thanamalwila,Maha,10/8/2021,10,3.11,11/2/2021,11/20/2021,RBE,Good,6.99,52.017,28.609,203.698,0.65,Low,High,High,GT 709,Mixed,Normal,301.695,740.104,27.298,30.799,80.501,7.302,5.2319
Monaragala,Buttala,Maha,10/8/2021,10,1.618,11/7/2021,12/2/2021,RBE,Good,6.728,36.184,18.101,105.096,0.559,Low,Medium,Medium,GT 200,Irrigated,Normal,458.194,942.895,25.697,32.904,72.399,9.094,6.2925
Monaragala,Buttala,Maha,10/8/2021,10,0.54,10/28/2021,12/5/2021,RBE,Good,6.588,35.995,17.195,106.801,0.528,Low,Medium,Medium,GT 709,Irrigated,High,332.294,1025.298,25.158,30.999,84.297,8.204,4.78
Ampara,Padiyathalawa,Maha,10/8/2021,10,1.06,11/5/2021,12/15/2021,RBE,Good,5.682,87.302,17.609,182.991,0.516,High,Medium,Medium,Local Variety,Irrigated,Low,478.298,1068.775,23.198,29.9,73.904,5.896,6.4681
